3666593,-1.2397223,train
3033053,-1.207398,train
1317071,-0.60576445,train
3140253,-2.1171248,train
5268993,-0.8769828,train
2584765,-1.6242657,train
2382955,-0.72275025,train
4785881,-0.4741611,train
2515693,0.4337823,train
5234234,-0.1415383,train
4168056,-0.14835753,train
4990843,0.14657056,train
5738567,0.12633464,train
3859062,0.1769289,train
4163743,0.4239814,train
3266973,-0.25117108,train
1617060,-1.3540376,train
2677792,-0.8144669,train
3950213,0.23918998,train
5836863,-0.7360777,train
4357012,-0.6478003,train
5414933,-0.3778585,train
3362351,-1.0864648,train
1820235,-0.34006643,train
5568792,-0.9404673,train
2226348,-0.3487213,train
5869902,-1.1912286,train
5306894,-1.6159192,train
2052372,-0.4449709,train
3447949,-0.92777824,train
5554633,-0.6711529,train
4401537,-0.55780613,train
4866182,-0.69276,train
4392092,-0.15150131,train
1454643,-0.8366451,train
3629768,-1.9182585,train
5348345,-0.59893984,train
2016292,-1.7302802,train
1326208,-0.8309306,train
2479363,-0.8712066,train
5532283,-1.030783,train
2940767,-0.9131247,train
4490620,-0.9794978,train
4723183,-0.8648009,train
5681165,-0.20822051,train
2315761,-0.6377288,train
2009635,-1.0943686,train
4030403,0.018521309,train
3623922,-0.999888,train
3484459,-0.8994465,train
1728728,-1.2176831,train
3813284,-0.6580471,train
4466215,-1.6387342,train
2342905,-1.3437883,train
2183838,-1.2430017,train
2120852,-0.48198327,train
2893130,-1.3953912,train
1227130,-1.1846129,train
1160446,-0.68629664,train
4505689,0.074443065,train
4450890,-0.61421096,train
3438799,-0.87643975,train
2606205,-0.94048387,train
1091292,-1.2430954,train
4371683,-0.59310836,train
5137821,-1.0840396,train
1107507,-1.1012406,train
1682330,-2.0326166,train
3952442,-1.3731031,train
3465338,-1.0581437,train
2200510,-1.1176432,train
2941207,-0.68012035,train
5314390,0.1458328,train
5058423,-0.56670076,train
1851039,-2.265179,train
5850488,-0.5524762,train
3967441,-1.2058337,train
4967610,-1.81962,train
2361285,-0.34016785,train
4756463,0.2581376,train
3546648,-0.34652787,train
1041527,-0.19583873,train
1260666,-1.7117931,train
5803340,-0.98920476,train
3343948,-0.67659414,train
1615417,0.8394808,train
4335795,-0.84845203,train
4752766,0.0861361,train
4708251,-0.9104422,train
3305299,-0.7973284,train
3892743,-0.55889475,train
5752217,-1.2430017,train
2331707,-0.9834284,train
1202883,-1.568632,train
1465050,-0.35951248,train
1057026,-0.7075898,train
5161570,-1.0242746,train
2969232,-1.2295507,train
2772778,-0.36175272,train
1613353,-0.81202203,train
5342567,-0.86310875,train
2377320,-1.1841965,train
1039411,-0.35060582,train
3127979,-1.0866541,train
4760529,-1.0217208,train
4496102,-1.2430017,train
4302032,-1.2430017,train
3659339,-1.2430017,train
5020540,-1.1258222,train
2219936,-0.84155405,train
1932207,0.39387164,train
5435432,-0.1524241,train
2496256,-1.6175641,train
4986598,-0.09106924,train
4673270,-0.4339449,train
3727015,-1.002701,train
4283171,-1.6401352,train
1470847,-0.49584794,train
4338490,-0.7365813,train
2516984,-1.2430017,train
1794343,-2.4040298,train
2571226,-1.5642308,train
2578476,-0.7040043,train
5829759,-1.9473784,train
4914602,-0.96578586,train
3592310,-0.7541452,train
2825155,-0.68348074,train
4721310,-0.7948107,train
5448642,-0.49389976,train
4001234,-0.64100176,train
3694198,-0.73660105,train
1628044,-0.68160766,train
5167451,-2.061127,train
5525950,-1.2054644,train
1980510,-1.2120868,train
1121648,-0.97698015,train
5045069,-1.2430017,train
4016481,-2.266198,train
1167160,-1.1186223,train
1252194,-1.4551708,train
1251720,-1.2776892,train
1094024,-0.898308,train
5060086,-0.7463837,train
4350796,0.20302184,train
1362045,0.39799902,train
4109030,-1.688166,train
5718192,-1.9166585,train
2773401,-1.716382,train
5264938,-1.2970117,train
2471546,-0.67443115,train
5306788,0.058802165,train
5246847,-0.1364384,train
4422440,-0.90850866,train
4708820,-1.5781258,train
3133386,-0.08315326,train
3342089,-1.2338277,train
2727180,-1.0377294,train
2052853,-1.0243515,train
4150257,-1.2512654,train
1785281,-1.2637641,train
3181038,-1.0605836,train
1458004,-0.69793385,train
1232401,-0.75492686,train
1325037,-0.67681634,train
2404266,-0.8157339,train
4723109,-0.7108895,train
2497336,-1.7020874,train
4681653,-1.2402084,train
1999376,-1.2339678,train
3925646,-0.23423393,train
4386999,-1.073446,train
5388244,-0.592711,train
3424527,-0.9155162,train
3355852,-1.1434524,train
1118392,0.20188753,train
2024343,-0.500675,train
2160328,-2.145871,train
3930896,-0.61163294,train
2974553,-1.1759962,train
4874737,-1.6658825,train
4794297,-1.5758702,train
3022129,-1.1788439,train
5569075,-0.85140973,train
2546693,-0.8276421,train
2469988,-1.9132057,train
5105324,-1.239589,train
2518982,-0.35039964,train
3190619,-1.2512654,train
3216530,-0.020222442,train
2535627,-0.9912497,train
1275292,-0.9225765,train
4980456,-1.2512654,train
1212725,0.10598777,train
3601278,-0.63561517,train
4868495,-1.1113629,train
4419636,-1.2512654,train
4931730,-1.3651226,train
5193489,-0.83235127,train
4133713,-1.1615742,train
2788674,-1.4162139,train
2362339,-0.7590934,train
3184413,-1.5284325,train
1222859,-1.2512654,train
2102875,-1.0885531,train
3929047,-1.62994,train
5340642,-0.33440113,train
2733073,-1.1643317,train
1578590,-1.0886425,train
4957104,-0.6275427,train
3821965,-0.47596487,train
4782929,-0.36445364,train
2110390,-1.1773819,train
4507868,-1.5550262,train
3492690,-0.4168983,train
3517843,-1.2171284,train
1434486,-1.7674037,train
2983250,-0.8306708,train
5644291,-0.7623502,train
2119313,-1.2512654,train
3847806,-0.75727224,train
3267383,-1.052597,train
2305769,-1.604869,train
4884796,-0.85467446,train
3414387,-1.1771698,train
1617964,-0.8149095,train
1778305,-1.2706425,train
5805621,-0.77878505,train
2707648,-1.1661669,train
1599226,-0.9548215,train
2835360,-0.6556717,train
4050557,-0.32439852,train
2039138,-0.9331482,train
5011987,-1.1899005,train
4925699,0.101131625,train
3749931,-2.459883,train
5515204,-2.2433448,train
1944342,-2.3792377,train
2598574,-1.1815965,train
5301392,-1.0129842,train
1835885,-0.7891474,train
4081980,-1.2447151,train
3009553,-1.9597008,train
1444361,-0.7860161,train
1027917,-0.574982,train
5026563,-0.94927037,train
4812738,-1.0998455,train
3919173,-1.0786055,train
5062468,-0.83602375,train
1225589,-1.2113765,train
2060523,-0.25521663,train
4747824,-0.5761672,train
5688602,-0.8761675,train
4090910,-0.57762116,train
2640420,-1.3091382,train
5191475,-0.77265835,train
2809630,-1.1977822,train
5702617,-1.644507,train
5591041,-1.2512654,train
4532070,-1.0893991,train
2973545,-0.83189434,train
1852775,-1.2423986,train
5683601,-1.161487,train
5255843,-0.66336983,train
4717949,-1.1926678,train
1307753,-0.69629985,train
1605524,-1.2512654,train
4131368,-1.2303476,train
3829652,-0.9889556,train
2427084,-1.2512654,train
4750846,-1.9705769,train
1407453,-0.792576,train
5437586,-0.36352342,train
2803753,-0.1504819,train
3663308,-1.2969688,train
5172121,-0.7615109,train
4995398,-0.4172761,train
4146822,-1.2525499,train
5694220,0.16119315,train
5825258,-1.614667,train
1410923,-0.95084316,train
3182206,0.17645124,train
5569790,-0.83599746,train
4925196,-0.6389813,train
2067416,-1.131402,train
5207690,-1.3375572,train
1118025,-1.2516624,train
3595442,-0.13584903,train
4633837,-1.0644697,train
5082830,-1.019338,train
1961601,-1.2005384,train
3306881,-1.2342881,train
1590521,-0.78524303,train
2937266,-0.7425765,train
3115982,-1.6271648,train
3840862,-1.2525499,train
3447998,-1.7221588,train
3966555,-0.26450595,train
4123046,-1.0538045,train
1692874,-0.7487952,train
2405524,-0.32748166,train
4761707,-1.0384773,train
1302127,-1.6294447,train
5275520,-0.48895097,train
5348796,-0.5695452,train
1448771,-0.07151166,train
2663275,-0.6593399,train
2624269,-1.4631575,train
2760314,-1.0289209,train
4084518,-1.2525499,train
2540355,-1.0937493,train
1339570,-0.18503107,train
4872469,-0.69294643,train
4342994,-1.0890839,train
4158601,-0.8138395,train
1451429,-1.3457643,train
2582666,-0.67228854,train
3366617,-1.6884954,train
2183636,-0.770659,train
4162256,-1.5426407,train
4941725,-0.8019809,train
5712760,-0.2636412,train
4186900,-0.69419944,train
3506876,-1.1615646,train
2259503,-1.8167505,train
1819472,-1.8180798,train
2391009,-2.0632384,train
4555143,-0.67708695,train
3144600,-0.25653103,train
4778034,-0.68132925,train
3805394,-0.55264723,train
3044426,-0.0037443128,train
4338300,-0.86178094,train
1839331,-1.251361,train
4583406,-1.0844667,train
1469150,-0.021575706,train
3204645,-1.90636,train
1883392,-0.7231297,train
1730708,-0.58382756,train
3477098,-0.92509085,train
5004675,-1.2525499,train
5125700,-1.2525499,train
2459880,-0.9539509,train
5586966,-1.0867234,train
3441046,-1.7726917,train
1470729,-0.35598293,train
3651742,-0.5206185,train
5519173,-1.3008473,train
1101039,-0.03629413,train
4534589,-1.0826792,train
5776469,-1.5874088,train
1575241,-0.58770716,train
4367208,-0.9241981,train
3006469,-1.0080607,train
5835000,-0.7818913,train
2216897,0.08398075,train
2907880,-1.7769805,train
5440777,-1.0465279,train
1512479,-1.063629,train
4746768,-2.2052875,train
2283433,-1.2245852,train
5419604,-1.0243459,train
4227382,-1.2525499,train
2312032,0.059578385,train
1980445,-0.3477903,train
1181061,-0.35127237,train
2242891,-1.4171894,train
3585649,-0.6188659,train
3977948,-1.3685827,train
1434102,-1.2639893,train
3439751,-0.47935084,train
2268995,-0.9604514,train
4117122,-0.61884964,train
3833638,-0.24115123,train
2970317,-1.0399002,train
5572471,-0.7484931,train
4408132,0.27436036,train
2472003,-1.1126767,train
3537385,-1.7272341,train
2034996,-0.94235754,train
3946590,-0.910607,train
5627316,-1.3185397,train
4473511,-1.469455,train
2930092,-0.43840647,train
5755357,-1.0219773,train
2953722,-1.9720534,train
1622660,-1.2113018,train
4246076,-0.5564532,train
4542943,-1.1014268,train
2605945,-0.7780341,train
5772972,-0.7939049,train
4266923,-1.3436329,train
3859197,-1.18405,train
1498289,-0.84580594,train
5156049,-1.0883638,train
1393883,-1.3617675,train
2591982,-1.4761984,train
1910947,-0.6873307,train
3752458,-0.93620014,train
3662262,-1.1070106,train
1684017,-0.17715292,train
4374750,-1.2525499,train
1545781,-1.2525499,train
2294023,-1.0238788,train
1920651,-1.2494861,train
4016865,-1.1901044,train
3410365,-0.79050225,train
2398345,-0.91285926,train
3025466,-0.9021872,train
3974502,-0.561211,train
3487132,0.5415358,train
2867050,-1.2494861,train
1190977,-0.93184555,train
4829661,-0.8667845,train
4756958,-1.2270868,train
1604132,-0.96870047,train
1207716,-1.2494861,train
3848097,-0.45124054,train
2737670,-0.50451386,train
1513978,-0.08284207,train
5243543,-2.3002512,train
5757815,-1.119005,train
1782774,-0.87900746,train
1434449,-1.3131436,train
2985761,0.071906485,train
5093252,-0.57607126,train
5713265,-1.113968,train
4858276,-0.765756,train
3170179,-1.088169,train
3220541,-1.2494861,train
2473616,-1.0611789,train
3399007,-1.3105439,train
1355293,-1.2494861,train
5226635,-1.4914593,train
2589521,-0.49582264,train
5264266,0.6733878,train
1335043,-1.3788185,train
5311350,-2.623441,train
5625784,-2.3315613,train
5351966,-0.7256972,train
3447775,-0.3867762,train
3797865,-0.46731952,train
3022878,-0.9506487,train
3811771,-0.3198591,train
4655264,-1.0974616,train
2131462,-0.42518872,train
1949182,-1.0035242,train
2679972,-0.90788925,train
1299484,-1.1598896,train
3415578,-1.5406562,train
5773437,-1.1550249,train
2032699,0.14797188,train
1607140,-0.6298786,train
4982752,-0.70439327,train
5314199,-0.799602,train
5150315,-0.33613202,train
1977204,-1.2494861,train
3155832,-2.0819683,train
2881803,-1.1815256,train
1930519,-1.2494861,train
4694811,-0.80683786,train
3141991,-1.0302287,train
5728804,-0.9987416,train
3397371,-0.9867126,train
4564813,-0.7796483,train
4287856,-1.2494861,train
2014426,-0.6255625,train
5074913,-1.1047058,train
1553444,-0.10039912,train
2795186,-1.3825027,train
4260223,-0.3701065,train
3755511,-0.39661926,train
4188008,-1.8687375,train
4999338,-1.2402602,train
1306861,-1.3976053,train
4291854,-1.8158323,train
3759477,-0.39403066,train
3005932,-1.1648251,train
4542635,-1.2494861,train
2828578,-1.3330854,train
5648566,-1.2494861,train
2612618,-0.6530965,train
5490441,-1.9591484,train
4490355,-0.16847335,train
5682741,-1.1107934,train
2557355,-2.0784369,train
3098093,-0.7180746,train
4196175,-1.1381955,train
2198850,-0.78581387,train
1945972,-1.656396,train
3836706,-0.99917,train
4703832,-0.999618,train
4673546,-1.1246164,train
5074138,-1.2322572,train
1522326,-0.8979454,train
5058395,0.32117602,train
3638209,0.09543971,train
3998635,-0.1690867,train
5277266,-2.6052232,train
3359884,-0.7818398,train
4375910,-1.2443365,train
3734044,-1.0634323,train
2910147,-1.1630487,train
4518394,-1.1408951,train
4463184,-0.5804681,train
5047452,-1.0277137,train
3154828,-1.3287181,train
5539753,-1.2494861,train
4315880,0.37600428,train
3959349,0.26399332,train
3380177,-1.0398461,train
5405930,-1.2463138,train
2416827,-0.681179,train
4823949,-1.3640316,train
5701110,-0.83536243,train
4876981,-0.5945717,train
3694255,-1.17296,train
1689317,-1.1971877,train
1948152,-0.57418984,train
5770308,-2.0792286,train
5591094,-1.2300092,train
4646100,-0.09810551,train
3377584,-0.88908726,train
4018983,-1.0142779,train
1706955,-1.0921147,train
5004274,0.090140425,train
5601372,-1.0788482,train
5168812,-1.5308268,train
1535802,-0.66157526,train
3834215,-1.2494861,train
2651902,-0.71023613,train
5200920,-1.1487992,train
1380724,-1.0416167,train
2084537,-1.1898462,train
1085530,-1.1998321,train
3234180,-1.5675926,train
4643906,-0.4421104,train
3733558,-0.7735802,train
4072732,-1.2487535,train
4163938,0.29055962,train
5061650,-1.0099535,train
4011675,-1.2975024,train
3925661,-0.90452534,train
1631432,-1.1047553,train
3578936,-1.2913796,train
5022461,-1.2901062,train
5512237,-0.76432556,train
4929456,-1.2241126,train
2127440,-1.3967983,train
2530539,-1.8456794,train
2215889,-0.04518003,train
3826144,-0.47308663,train
3389642,-1.1301751,train
5016735,-1.2913797,train
2998477,-1.0002508,train
2772675,-0.98941904,train
1822942,-0.87567437,train
4412478,-0.6535186,train
5125131,-1.2642269,train
1724904,-0.08160027,train
1051537,-1.1576679,train
4638807,-1.1439136,train
5238441,-1.6959311,train
3454665,-0.8670502,train
1125411,-1.1455649,train
1751026,-1.1648719,train
2893127,-0.16481735,train
1620639,-1.2879617,train
4963061,0.2810081,train
4925320,-1.9408519,train
3556129,-0.06021681,train
3630650,0.5040641,train
4441761,-0.6724766,train
4925594,-0.83968365,train
3982217,-0.40145516,train
3445913,-0.27871013,train
3631310,-0.2998562,train
4183420,-1.4172039,train
2213342,-0.015268599,train
2183541,-0.13222785,train
3878499,-1.173627,train
2237719,-0.25484484,train
1248547,0.17219974,train
1686523,-1.6603965,train
5595201,-1.0399467,train
3235435,-1.2913796,train
1391836,-1.9562318,train
2638090,-0.7702179,train
3579224,-0.5062215,train
3934586,-0.7019924,train
5012636,-1.093612,train
3836262,-0.7967978,train
5263213,-1.1324893,train
4281690,-1.4363873,train
3138605,-1.2913789,train
3524788,-1.0036843,train
5869269,-1.2791322,train
2227468,-1.6070524,train
1486340,-0.35964602,train
4271962,-0.8761272,train
4231937,-1.6962816,train
3336082,-0.68027437,train
3561864,-1.214233,train
3361445,-0.12580499,train
5419338,-1.2913796,train
5454495,-0.96892273,train
3281465,0.296787,train
3658877,-1.2913796,train
4421958,-0.24771182,train
5844839,-0.53475285,train
5527230,-1.2913796,train
1065084,-0.9320137,train
2608015,-1.0397905,train
3556609,-0.42157093,train
2511620,-0.67500657,train
3921403,-0.270512,train
4129333,-1.4344782,train
4684353,-1.2310475,train
2750571,-0.72696036,train
4220280,-1.3190362,train
2574942,-2.2194958,train
5369494,-0.7290611,train
3061950,-0.8252432,train
4187846,-1.0972769,train
5555460,-0.4280568,train
4982453,-1.2913796,train
3587177,-0.9617397,train
3145861,-0.5658049,train
3266949,-1.59704,train
2912839,-0.74813706,train
1697475,-0.5084389,train
2245252,-1.2310342,train
5852169,-0.84305197,train
1677128,-0.48323938,train
2649660,-0.5395912,train
2104406,-0.6026289,train
4319413,-1.1344845,train
1121842,-0.654936,train
5593039,-0.6157397,train
3099784,-1.272955,train
2066030,-1.2180004,train
1751366,-1.1919003,train
3401276,-0.29708484,train
5310811,-0.7631653,train
2764720,-1.0548441,train
5737601,-1.0986972,train
1386764,-2.0656543,train
5089304,-0.085014716,train
1297531,-0.5985025,train
2599451,-0.9495306,train
5376826,-0.5370915,train
2134071,-0.9441734,train
4690483,-1.1041757,train
4244754,-1.8851594,train
4284374,-1.2322302,train
1483310,-1.4111654,train
3119639,-1.2464073,train
5318419,-0.65909225,train
5048067,-1.6582993,train
2413087,-1.4095877,train
5164765,-1.3976058,train
1829711,-0.9803528,train
5515731,-1.2505804,train
3596525,0.6929407,train
3719915,-0.7470713,train
1919756,-0.87877256,train
4087805,-1.2702736,train
5843289,-0.42663482,train
4900878,-1.3787215,train
1067112,-1.3292468,train
2175650,-1.3007263,train
3452955,-0.23236942,train
4648227,-0.65332496,train
4744051,-1.3057646,train
4766497,-1.0769655,train
5238321,-0.7305182,train
1578027,0.16586521,train
5571497,-1.1809896,train
2645326,-0.09515648,train
4212238,-0.278783,train
4818316,-0.887311,train
2191848,-1.7280772,train
5243256,-0.18861386,train
4084793,-0.8188735,train
3788131,-0.12536545,train
4624104,-0.026851783,train
5301226,0.05610897,train
2566541,-0.11587809,train
3428488,-1.0027637,train
2386355,-1.4507723,train
2541363,-1.2375591,train
2570918,-0.96602577,train
5367748,-1.8788687,train
3728007,-0.9621846,train
2889861,0.34441704,train
2301124,0.10711633,train
1362758,-1.1306694,train
3253124,-1.181749,train
2063198,-0.3556041,train
3178536,-0.858883,train
3017648,-1.0888138,train
2500094,-0.17636797,train
5208945,-0.03731286,train
2504170,-1.2609655,train
4195877,-1.2403387,train
5851985,-1.0894855,train
5176225,-0.3459282,train
1601835,-1.3281405,train
2635863,-0.8124297,train
3236762,-0.8445076,train
5680889,-1.318075,train
4988603,-0.83512104,train
4111857,-1.7448055,train
1374469,-1.2064677,train
5807464,-1.7607937,train
3841047,-1.585556,train
5776815,-1.1334652,train
5304919,-2.2954752,train
3088767,-0.67987967,train
5217412,-0.17930305,train
2758132,-1.3824672,train
5140398,-1.2902784,train
5169626,-1.0327075,train
4282960,-1.9740543,train
4159411,-1.3936646,train
1116836,-1.2560087,train
1835231,-1.1134211,train
1364790,-0.8139912,train
5315733,-0.5438286,train
3959789,-1.3861738,train
4939552,-1.2663039,train
2996087,-1.3057646,train
5463850,-0.6264037,train
5444867,-0.72923744,train
4750736,-0.9604632,train
2251718,-2.4454339,train
3040186,-1.3057646,train
2671823,-1.0347368,train
5837640,-1.0238602,train
3337168,-0.4644962,train
5293909,-1.2985147,train
4525344,-1.1231434,train
2817206,-1.3057312,train
3740143,-0.2608261,train
3765128,-1.2869755,train
4839783,-1.1099255,train
2007466,-0.71292496,train
1990892,-0.03090219,train
4319963,-1.3041636,train
2760736,-1.0761278,train
1936430,-0.7725852,train
3516405,-1.8534664,train
1624471,0.59049696,train
5178350,-0.27447635,train
5837750,-1.5273305,train
2845224,-0.44096205,train
4297603,-1.24383,train
3920259,-0.011263967,train
5297096,-1.0057327,train
1678162,-0.78782845,train
3593869,-0.49217695,train
3635408,-1.2233022,train
4981432,-1.2353894,train
2035042,-1.346165,train
4342809,-1.6257001,train
4576784,-1.0928186,train
2795054,-0.6088496,train
2705702,-2.0506983,train
2688069,-0.46415552,train
3348632,-1.6451285,train
4252988,-1.4355363,train
1700988,-1.2216415,train
4794654,-0.54076165,train
1382411,-1.2179524,train
1606426,-0.8478907,train
3142222,-1.1284678,train
4620572,-0.45670918,train
2725531,-1.7261709,train
3218420,-0.2740506,train
3453272,-1.4929658,train
1703724,-1.8122662,train
4949061,-1.2605884,train
5551200,-1.6273115,train
5277059,-1.8865583,train
5339266,-0.55283123,train
4309591,-0.69066495,train
4986129,-0.44618386,train
1213620,-0.29780534,train
5461574,-0.5936022,train
3064247,-1.1471566,train
5113052,-0.6331288,train
1841390,-1.2745937,train
1190904,-0.8821522,train
3536958,-0.8121944,train
1309535,-1.2591115,train
4368329,-1.1471751,train
3017529,-1.1409439,train
4544984,-0.5965611,train
5318572,-0.33269173,train
3342130,-0.46152467,train
1343250,-0.49609685,train
4848054,-0.57559955,train
4900916,-0.48194814,train
5543470,-0.79365003,train
3659415,0.37841687,train
2060654,-1.9305303,train
2283290,0.7272603,train
3851497,-0.7433559,train
1142203,-0.6906788,train
2014296,-1.2591115,train
4799387,-1.0861136,train
1121973,-1.167251,train
5559312,-1.1607935,train
3159620,-0.43773896,train
1352691,-0.5991866,train
5440383,-1.0142156,train
2883044,-0.35835734,train
1785966,-0.69178593,train
4970587,-0.97209066,train
3935067,-0.41910315,train
1520654,-1.2159053,train
5037010,-1.1886247,train
5794375,-0.43687633,train
2594288,-1.497034,train
5360881,-1.3798454,train
3146242,-0.6864074,train
1890512,-0.94676435,train
4643415,-2.2665212,train
5739496,-0.69901085,train
4419104,-0.9334493,train
2699593,-0.4111368,train
2724316,-0.31396908,train
5524998,-0.23510599,train
2387373,-1.2591115,train
1762620,-1.6743556,train
3128073,-1.1477996,train
5809123,-0.49023056,train
2257730,-1.2069861,train
5718908,-1.0101907,train
2781160,-0.8055187,train
5454238,-1.2285441,train
2585946,-1.2591115,train
2775347,-1.2591115,train
2410735,-0.5077401,train
5401040,-0.4248707,train
5119506,-0.74870354,train
3459076,-0.5102621,train
3773991,-1.2481719,train
5771660,-0.5700718,train
5701158,-1.4347858,train
5783551,-1.3574861,train
2482471,-1.7477008,train
1968614,-1.2478533,train
5474696,-0.9749721,train
2578023,0.29737562,train
1426693,-0.7036213,train
2268418,-0.39818463,train
3521246,-1.2141591,train
5018858,-0.70237464,train
1513014,-0.5678024,train
3853002,-0.7307574,train
4087614,-1.0124835,train
1788359,-0.9145819,train
1121289,-1.042951,train
2846726,-0.71793777,train
3862440,-0.81401485,train
4107743,-0.8749665,train
4411182,-1.2463224,train
4228059,-0.26509243,train
3652016,-1.1931136,train
2463263,-0.6642161,train
2068065,-0.90190977,train
4062018,-1.7632526,train
3646555,-0.30306354,train
4432388,-0.9507934,train
5457237,-0.8875713,train
4162811,-0.9776832,train
3572827,-1.2591115,train
5724335,-0.45500514,train
5409536,-1.1230093,train
4416870,-1.2256919,train
2513747,-1.1645693,train
1033432,-1.4870365,train
4829297,-1.6457907,train
4524014,-0.43136114,train
1905934,-0.88934964,train
1618969,-0.9826129,train
1371570,-1.7633924,train
5809447,-1.0721514,train
4069908,-0.73585415,train
2158799,-1.1095865,train
2226380,-1.4142876,train
5130469,-0.33400652,train
4394231,-0.6958881,train
4799673,-1.4059008,train
5666953,-2.076763,train
2570337,-1.2591115,train
3491695,-1.7926197,train
3780197,-0.6790026,train
5653864,-0.92580974,train
4429053,-1.4500862,train
4082439,-1.6640613,train
1637023,-0.44918093,train
3908548,-1.9236127,train
2945990,-0.730916,train
5213210,-1.0620201,train
5593773,-0.80759394,train
2416721,-1.7335341,train
4992044,-1.1601106,train
4756335,-1.0490761,train
4479110,-0.5739197,train
5786924,-1.4645617,train
2160002,-2.0895517,train
1745191,-1.0339426,train
3898630,-0.6101151,train
5020904,-1.0117949,train
2302013,-1.1469061,train
1723212,0.25992903,train
2563786,-0.6048328,train
4532174,-0.95961314,train
4437805,-0.43470287,train
4444082,-1.4936811,train
2164557,-0.84737045,train
3299102,-1.2485658,train
3022314,-2.0536342,train
3354357,-1.3277633,train
3482822,0.007448503,train
2805287,0.25897992,train
1646478,-0.672875,train
1203266,0.038673215,train
1066152,-0.6547365,train
5389670,-1.4245502,train
3311831,-0.9334158,train
2271238,-1.3605986,train
2025838,-1.2278825,train
5252952,-1.646718,train
5437878,-2.0260384,train
4937983,-0.77776814,train
1799969,-0.5561608,train
5833202,-2.137953,train
1822033,-0.7071975,train
3313411,-1.7832355,train
2774017,-0.6454635,train
3154577,-1.0212404,train
3753836,-0.22738704,train
3873477,-2.17779,train
3105825,-1.5628194,train
2591610,-0.9814157,train
1647091,-0.5312812,train
5499067,-1.1495941,train
4581327,0.20253697,train
4139420,-0.81172645,train
5132691,-0.8359969,train
3521492,-0.98925143,train
4484530,-1.0830009,train
4770181,-0.71067554,train
2073840,-1.1222755,train
3833607,-0.85589474,train
5349953,-1.2475641,train
4436121,-0.8786146,train
2690888,-0.32847378,train
1964952,0.27564946,train
3800682,-1.378189,train
4956974,-1.1016341,train
3612066,-0.33406258,train
5017757,-1.2475641,train
3118395,-1.1453272,train
5296035,0.027583394,train
1850925,-1.2471586,train
2552384,-1.1555603,train
5381895,-0.7967595,train
1089597,-0.6034709,train
1572510,-1.4108527,train
1870370,-1.2635111,train
5274305,-0.5940563,train
3701072,-1.2642127,train
4831742,-1.1775932,train
2395409,-0.61136764,train
2392474,-1.1726892,train
3106781,-0.64705116,train
3405146,-0.49486923,train
4426778,-0.7126972,train
5201312,-1.3029737,train
3112531,-0.7014798,train
1468569,-1.1002793,train
1594148,-1.1722094,train
2523941,-0.24053048,train
1097919,-1.1162834,train
3808072,-0.4007103,train
3558386,-1.2475641,train
5618486,-1.3971293,train
3488120,-0.62300557,train
4987766,-1.2475641,train
1412969,-0.91259,train
2871707,-0.9437792,train
1594922,-1.133539,train
4213851,-1.2475641,train
1933266,-0.8208087,train
3650143,-0.659979,train
2629249,-1.3503761,train
5200611,-0.2811642,train
5833021,-0.97039396,train
4763468,-1.761296,train
1248267,-0.43445915,train
1042138,-0.25559324,train
5437512,-1.3372815,train
5656635,-0.57400596,train
5712728,-0.5959939,train
4741787,-0.5285913,train
5347464,-0.084127046,train
3432562,-0.49258348,train
3819239,-1.1003158,train
4485675,-1.0134234,train
1370267,-1.3900057,train
4195605,-1.885008,train
1778386,-0.25601706,train
5404470,-1.3853103,train
3285696,-0.6650647,train
4233537,-1.2269229,train
4703362,-0.8422209,train
4408704,-1.6083516,train
3548297,-0.7233327,train
2408381,-0.03607864,train
4230676,-1.2314845,train
2925418,-0.66563404,train
1378294,-0.18504588,train
4428584,-0.99921733,train
2484318,-0.68172586,train
5716404,-0.86813456,train
2601308,-0.48297974,train
3003339,-0.32669646,train
1184264,-0.762315,train
4279035,-2.183974,train
4952426,-1.0115663,train
1438321,-0.744048,train
5094057,-0.10630797,train
2698013,-0.7012806,train
3170024,-1.098643,train
4606282,-0.7661862,train
3994754,-1.2475641,train
1227992,-1.1296014,train
3346724,-1.215025,train
2324163,-1.2475641,train
3642503,-0.55961573,train
3731393,-1.2373114,train
4916094,0.5853993,train
3018969,-1.2373114,train
3734133,-1.221142,train
1963357,-1.0483407,train
4498287,0.11485619,train
2317653,-1.5091692,train
2748249,-1.1506622,train
1715926,-1.2373114,train
1176708,-0.28692657,train
2154584,-1.2357357,train
4813372,-1.2373155,train
1683522,-0.116174355,train
5463303,-0.69204146,train
4002110,-0.9103114,train
1594884,-0.6505312,train
5184789,-0.66587967,train
5306064,-1.2373114,train
5397928,-0.5704288,train
5828272,-1.2371317,train
5774334,-0.19309422,train
3022676,-1.2373114,train
2475585,-1.2373114,train
3478022,-1.2358732,train
4400595,-1.4303958,train
5421626,-1.2326062,train
5259772,-0.7426009,train
4993945,-0.24555144,train
1519041,-0.35606447,train
1310868,-1.2373114,train
2727338,-1.3141142,train
3468413,-1.1884382,train
1727218,-0.17941165,train
3719717,-0.499875,train
3926676,-1.7391932,train
2282169,-1.1993368,train
1794595,-1.2373114,train
2558017,-0.65847766,train
3985645,-0.70728916,train
5655927,-0.95129615,train
2427665,-1.1163827,train
5760363,-1.4586295,train
1960674,-1.7901331,train
4333184,-1.2373114,train
