Patient ID,Feature 0, Dataset
1980445,0.4536486,train
1181061,0.46877015,train
2242891,0.44091502,train
3585649,0.46591645,train
3977948,0.4594601,train
1434102,0.47071755,train
3439751,0.40830496,train
2268995,0.46082014,train
4117122,0.45589668,train
3833638,0.45304805,train
2970317,0.41773462,train
5572471,0.46093625,train
4408132,0.43110475,train
2472003,0.45489582,train
3537385,0.47178334,train
2034996,0.46506587,train
3946590,0.4116727,train
5627316,0.46267077,train
4473511,0.47004202,train
2930092,0.46055493,train
5755357,0.44999072,train
2953722,0.4626444,train
1622660,0.40217528,train
4246076,0.46390057,train
4542943,0.4777823,train
2605945,0.46418765,train
5772972,0.4135132,train
4266923,0.47493556,train
3859197,0.45033193,train
1498289,0.45463744,train
5156049,0.43396026,train
1393883,0.4568672,train
2591982,0.45675525,train
1910947,0.45661905,train
3752458,0.41136235,train
3662262,0.46600538,train
1684017,0.45222566,train
4374750,0.3926723,train
1545781,0.48627925,train
2294023,0.47234192,train
1920651,0.42215443,train
4016865,0.40108514,train
3410365,0.46733335,train
2398345,0.47210297,train
3025466,0.46486738,train
3974502,0.47716302,train
3487132,0.43572626,train
2867050,0.36927688,train
1190977,0.45129126,train
4829661,0.45510647,train
4756958,0.45719358,train
1604132,0.47053593,train
1207716,0.48627925,train
3848097,0.46921086,train
2737670,0.44967732,train
1513978,0.44709748,train
5243543,0.47989362,train
5757815,0.4450431,train
1782774,0.45308557,train
1434449,0.46231496,train
2985761,0.4580894,train
5093252,0.47051984,train
5713265,0.4582742,train
4858276,0.4688886,train
3170179,0.45733255,train
3220541,0.37707964,train
2473616,0.44506827,train
3399007,0.46933958,train
1355293,0.48627925,train
5226635,0.46808827,train
2589521,0.46349645,train
5264266,0.4576488,train
1335043,0.4647996,train
5311350,0.47333723,train
5625784,0.47010773,train
5351966,0.45275283,train
3447775,0.47073907,train
3797865,0.461156,train
3022878,0.4442604,train
3811771,0.4677874,train
4655264,0.36496562,train
2131462,0.47744483,train
1949182,0.46757495,train
2679972,0.4642879,train
1299484,0.40506864,train
3415578,0.46919042,train
5773437,0.39610073,train
2032699,0.46350732,train
1607140,0.44938153,train
4982752,0.4634672,train
5314199,0.4555793,train
5150315,0.46132728,train
1977204,0.48627925,train
3155832,0.47115052,train
2881803,0.4647055,train
1930519,0.48627925,train
4694811,0.45915747,train
3141991,0.47058907,train
5728804,0.39572865,train
3397371,0.46427962,train
4564813,0.44408992,train
4287856,0.3854306,train
2014426,0.45920748,train
5074913,0.45658204,train
1553444,0.4465655,train
2795186,0.45704603,train
4260223,0.4642787,train
3755511,0.45640942,train
4188008,0.45715618,train
4999338,0.46330577,train
1306861,0.46089208,train
4291854,0.4587366,train
3759477,0.42643195,train
3005932,0.45840266,train
4542635,0.3531391,train
2828578,0.47365215,train
5648566,0.48627925,train
2612618,0.4420036,train
5490441,0.47656062,train
4490355,0.437872,train
5682741,0.41248587,train
2557355,0.47541863,train
3098093,0.45903754,train
4196175,0.448572,train
2198850,0.45059577,train
1945972,0.47037485,train
3836706,0.44384313,train
4703832,0.43819353,train
4673546,0.46614417,train
5074138,0.4309457,train
1522326,0.45784545,train
5058395,0.474529,train
3638209,0.4631967,train
3998635,0.44840524,train
5277266,0.46310523,train
3359884,0.42352286,train
4375910,0.43552694,train
3734044,0.45434803,train
2910147,0.4661713,train
4518394,0.45538828,train
4463184,0.4546453,train
5047452,0.45870942,train
3154828,0.46978715,train
5539753,0.37576017,train
4315880,0.43422616,train
3959349,0.45749468,train
3380177,0.455204,train
5405930,0.46558547,train
2416827,0.4769401,train
4823949,0.4624543,train
5701110,0.43343347,train
4876981,0.44005343,train
3694255,0.38906488,train
1689317,0.46355495,train
1948152,0.454898,train
5770308,0.4756748,train
5591094,0.46040517,train
4646100,0.45934275,train
3377584,0.4446336,train
4018983,0.46249717,train
1706955,0.4550163,train
5004274,0.46184912,train
5601372,0.4551173,train
5168812,0.48256662,train
1535802,0.4547976,train
3834215,0.39916334,train
2651902,0.44868562,train
5200920,0.46963146,train
1380724,0.38392547,train
2084537,0.4183051,train
1085530,0.44034463,train
3234180,0.46349907,train
4643906,0.45441523,train
3733558,0.46685955,train
4072732,0.46353242,train
4163938,0.4718103,train
5061650,0.4497815,train
4011675,0.45502266,train
3925661,0.44757253,train
1631432,0.46211937,train
3578936,0.4001871,train
5022461,0.40583658,train
5512237,0.45953894,train
4929456,0.44489518,train
2127440,0.4587181,train
2530539,0.4658686,train
2215889,0.46931693,train
3826144,0.45810413,train
3389642,0.46792266,train
5016735,0.41790512,train
2998477,0.44905487,train
2772675,0.4216361,train
1822942,0.46483493,train
4412478,0.46926507,train
5125131,0.4427819,train
1724904,0.45844066,train
1051537,0.45931384,train
4638807,0.396073,train
5238441,0.45313376,train
3454665,0.4763413,train
1125411,0.4402997,train
1751026,0.45141023,train
2893127,0.46603683,train
1620639,0.46563452,train
4963061,0.4580342,train
4925320,0.46738538,train
3556129,0.45521426,train
3630650,0.4617726,train
4441761,0.45275435,train
4925594,0.4368407,train
3982217,0.4488277,train
3445913,0.47711775,train
3631310,0.45730075,train
4183420,0.46919763,train
2213342,0.44446215,train
2183541,0.46419638,train
3878499,0.44671613,train
2237719,0.45279515,train
1248547,0.4338943,train
1686523,0.4728364,train
5595201,0.46372324,train
3235435,0.36842412,train
1391836,0.462753,train
2638090,0.43989682,train
3579224,0.45781946,train
3934586,0.42866632,train
5012636,0.42338085,train
3836262,0.45771936,train
5263213,0.3928294,train
4281690,0.46712455,train
3138605,0.40332475,train
3524788,0.46385074,train
5869269,0.46337682,train
2227468,0.47915232,train
1486340,0.42729583,train
4271962,0.47787005,train
4231937,0.48441994,train
3336082,0.40066284,train
3561864,0.38987568,train
3361445,0.48195797,train
5419338,0.48627925,train
5454495,0.45296377,train
3281465,0.4191836,train
3658877,0.48627925,train
4421958,0.453694,train
5844839,0.46417913,train
5527230,0.38951764,train
1065084,0.45116737,train
2608015,0.45005292,train
3556609,0.45201588,train
2511620,0.45691675,train
3921403,0.46960384,train
4129333,0.45079318,train
4684353,0.40931997,train
2750571,0.4496935,train
4220280,0.4680818,train
2574942,0.46239257,train
5369494,0.469383,train
3061950,0.4512505,train
4187846,0.46951386,train
5555460,0.45026952,train
4982453,0.48627925,train
3587177,0.43173003,train
3145861,0.42752483,train
3266949,0.46468848,train
2912839,0.415591,train
1697475,0.4779998,train
2245252,0.40441316,train
5852169,0.45744538,train
1677128,0.4544886,train
2649660,0.4632015,train
2104406,0.45464376,train
4319413,0.46610796,train
1121842,0.46691868,train
5593039,0.46627566,train
3099784,0.46223757,train
2066030,0.4613967,train
1751366,0.45381826,train
3401276,0.4767904,train
5310811,0.4464635,train
2764720,0.42531192,train
5737601,0.41519338,train
1386764,0.45340136,train
5089304,0.46615228,train
1297531,0.47084656,train
2599451,0.46481523,train
5376826,0.45465952,train
2134071,0.44707975,train
4690483,0.47455177,train
4244754,0.46285272,train
4284374,0.46204284,train
1483310,0.457848,train
3119639,0.4113615,train
5318419,0.45561904,train
5048067,0.4709987,train
2413087,0.4736675,train
5164765,0.45934713,train
1829711,0.45424226,train
5515731,0.46470588,train
3596525,0.45220703,train
3719915,0.479663,train
1919756,0.43558058,train
4087805,0.37705305,train
5843289,0.4335418,train
4900878,0.46139833,train
1067112,0.46043032,train
2175650,0.4075091,train
3452955,0.4598988,train
4648227,0.4750739,train
4744051,0.4122738,train
4766497,0.3741409,train
5238321,0.46457535,train
1578027,0.4660774,train
5571497,0.4393472,train
2645326,0.46939322,train
4212238,0.47838387,train
4818316,0.440584,train
2191848,0.44323367,train
5243256,0.4600308,train
4084793,0.4272386,train
3788131,0.46333283,train
4624104,0.44286245,train
5301226,0.47177476,train
2566541,0.47161615,train
3428488,0.44555825,train
2386355,0.4665844,train
2541363,0.4586847,train
2570918,0.46652222,train
5367748,0.48143315,train
3728007,0.4702693,train
2889861,0.45826,train
2301124,0.46335587,train
1362758,0.46213755,train
3253124,0.42949918,train
2063198,0.4678128,train
3178536,0.4109209,train
3017648,0.4735512,train
2500094,0.44967902,train
5208945,0.45192453,train
2504170,0.402443,train
4195877,0.4714037,train
5851985,0.4560693,train
5176225,0.47365987,train
1601835,0.38664526,train
2635863,0.46442464,train
3236762,0.47503036,train
5680889,0.46328625,train
4988603,0.47256967,train
4111857,0.46359307,train
1374469,0.47357213,train
5807464,0.47855932,train
3841047,0.4705887,train
5776815,0.46321338,train
5304919,0.4629627,train
3088767,0.46430552,train
5217412,0.4444033,train
2758132,0.46582666,train
5140398,0.39120603,train
5169626,0.4518371,train
4282960,0.47178975,train
4159411,0.47862837,train
1116836,0.36758894,train
1835231,0.42310607,train
1364790,0.4537358,train
5315733,0.47834346,train
3959789,0.46096694,train
4939552,0.42349893,train
2996087,0.48627925,train
5463850,0.44597498,train
5444867,0.4650974,train
4750736,0.4581047,train
2251718,0.46473557,train
3040186,0.45401165,train
2671823,0.44845313,train
5837640,0.45131302,train
3337168,0.45785394,train
5293909,0.41909584,train
4525344,0.47021708,train
2817206,0.36931413,train
3740143,0.4575317,train
3765128,0.4056011,train
4839783,0.36177832,train
2007466,0.4672848,train
1990892,0.46519896,train
4319963,0.4432252,train
2760736,0.4292418,train
1936430,0.43335113,train
3516405,0.4634459,train
1624471,0.46991786,train
5178350,0.4627561,train
5837750,0.45829225,train
2845224,0.4714447,train
4297603,0.46311194,train
3920259,0.42490995,train
5297096,0.3702247,train
1678162,0.44939265,train
3593869,0.44824687,train
3635408,0.47567394,train
4981432,0.47029468,train
2035042,0.45702413,train
4342809,0.46485576,train
4576784,0.40446,train
2795054,0.43634984,train
2705702,0.45208073,train
2688069,0.46126893,train
3348632,0.47040826,train
4252988,0.46257904,train
1700988,0.42567903,train
4794654,0.45287,train
1382411,0.4037432,train
1606426,0.45553207,train
3142222,0.3981261,train
4620572,0.4319555,train
2725531,0.45915753,train
3218420,0.46193498,train
3453272,0.4754364,train
1703724,0.46035182,train
4949061,0.47316834,train
5551200,0.46834072,train
5277059,0.46643698,train
5339266,0.44691524,train
4309591,0.46132267,train
4986129,0.4500962,train
1213620,0.4608557,train
5461574,0.47182515,train
3064247,0.35455015,train
5113052,0.4406704,train
1841390,0.4652014,train
1190904,0.45978454,train
3536958,0.46197826,train
1309535,0.41234747,train
4368329,0.46603206,train
3017529,0.4406657,train
4544984,0.46281683,train
5318572,0.4543059,train
3342130,0.46695143,train
1343250,0.45961547,train
4848054,0.4650459,train
4900916,0.47282276,train
5543470,0.45470747,train
3659415,0.4602517,train
2060654,0.46604854,train
2283290,0.45088467,train
3851497,0.42747775,train
1142203,0.4004216,train
2014296,0.48627925,train
4799387,0.46864825,train
1121973,0.4083661,train
5559312,0.45735556,train
3159620,0.47466663,train
1352691,0.4581744,train
5440383,0.4634282,train
2883044,0.4617085,train
1785966,0.47222134,train
4970587,0.41786453,train
3935067,0.4525432,train
1520654,0.43678194,train
5037010,0.4316182,train
5794375,0.4483956,train
2594288,0.4618371,train
5360881,0.4553703,train
3146242,0.465416,train
1890512,0.45675576,train
4643415,0.4647465,train
5739496,0.46171823,train
4419104,0.4615903,train
2699593,0.4721734,train
2724316,0.4653814,train
5524998,0.4562724,train
2387373,0.48627925,train
1762620,0.47282466,train
3128073,0.4580111,train
5809123,0.47915035,train
2257730,0.46639082,train
5718908,0.45698783,train
2781160,0.4599759,train
5454238,0.43877345,train
2585946,0.48627925,train
2775347,0.48627925,train
2410735,0.4656287,train
5401040,0.4553341,train
5119506,0.42470986,train
3459076,0.4643661,train
3773991,0.4721288,train
5771660,0.43868682,train
5701158,0.41849655,train
5783551,0.47371662,train
2482471,0.4683304,train
1968614,0.38631698,train
5474696,0.44412974,train
2578023,0.4719705,train
1426693,0.45958912,train
2268418,0.44910392,train
3521246,0.37359947,train
5018858,0.45051053,train
1513014,0.45304182,train
3853002,0.45808157,train
4087614,0.43360573,train
1788359,0.47309706,train
1121289,0.46899173,train
2846726,0.45482633,train
3862440,0.46539706,train
4107743,0.4720201,train
4411182,0.39392972,train
4228059,0.45978227,train
3652016,0.38216704,train
2463263,0.4381658,train
2068065,0.466636,train
4062018,0.46660292,train
3646555,0.45439354,train
4432388,0.47131827,train
5457237,0.4572149,train
4162811,0.4312728,train
3572827,0.43065524,train
5724335,0.46632937,train
5409536,0.45071927,train
4416870,0.46393985,train
2513747,0.47071195,train
1033432,0.48218557,train
4829297,0.46175537,train
4524014,0.45436108,train
1905934,0.4365209,train
1618969,0.46045715,train
1371570,0.4707608,train
5809447,0.41442508,train
4069908,0.4699579,train
2158799,0.45528427,train
2226380,0.4718439,train
5130469,0.45936963,train
4394231,0.47778797,train
4799673,0.45683035,train
5666953,0.47699505,train
2570337,0.3933956,train
3491695,0.46354496,train
3780197,0.464502,train
5653864,0.45478496,train
4429053,0.4779188,train
4082439,0.4592387,train
1637023,0.43355706,train
3908548,0.46338317,train
2945990,0.47052604,train
5213210,0.4013719,train
5593773,0.4615206,train
2416721,0.4668968,train
4992044,0.42864475,train
4756335,0.4741954,train
4479110,0.4732433,train
5786924,0.46978542,train
2160002,0.46431482,train
1745191,0.45458075,train
3898630,0.46386057,train
5020904,0.46784288,train
2302013,0.46568516,train
1723212,0.4490419,train
2563786,0.45074406,train
4532174,0.47128606,train
4437805,0.44469538,train
4444082,0.45806164,train
2164557,0.4689684,train
3299102,0.4618233,train
3022314,0.47324693,train
3354357,0.45682928,train
3482822,0.4658326,train
2805287,0.4557318,train
1646478,0.46524617,train
1203266,0.46861753,train
1066152,0.46423483,train
5389670,0.4428656,train
3311831,0.43927425,train
2271238,0.4579297,train
2025838,0.47137755,train
5252952,0.46866104,train
5437878,0.47241926,train
4937983,0.4601668,train
1799969,0.44251597,train
5833202,0.4791024,train
1822033,0.4524642,train
3313411,0.45151713,train
2774017,0.46031424,train
3154577,0.44930115,train
3753836,0.47652072,train
3873477,0.47081327,train
3105825,0.456343,train
2591610,0.46672088,train
1647091,0.4601968,train
5499067,0.4624308,train
4581327,0.45782098,train
4139420,0.46676946,train
5132691,0.4582057,train
3521492,0.407193,train
4484530,0.4621368,train
4770181,0.4559858,train
2073840,0.42912266,train
3833607,0.44442824,train
5349953,0.4162697,train
4436121,0.44678527,train
2690888,0.46147257,train
1964952,0.46927646,train
3800682,0.46772078,train
4956974,0.45572612,train
3612066,0.46299583,train
5017757,0.48627925,train
3118395,0.40066084,train
5296035,0.40808114,train
1850925,0.4711905,train
2552384,0.46731547,train
5381895,0.4687573,train
1089597,0.4499848,train
1572510,0.4709873,train
1870370,0.46786317,train
5274305,0.466152,train
3701072,0.4780585,train
4831742,0.43777663,train
2395409,0.46267518,train
2392474,0.4681085,train
3106781,0.46302506,train
3405146,0.45202014,train
4426778,0.4624266,train
5201312,0.47045022,train
3112531,0.44703168,train
1468569,0.46221015,train
1594148,0.47302064,train
2523941,0.45598018,train
1097919,0.46614686,train
3808072,0.46293324,train
3558386,0.48627925,train
5618486,0.46123353,train
3488120,0.44080493,train
4987766,0.37310663,train
1412969,0.42794436,train
2871707,0.45875585,train
1594922,0.47556093,train
4213851,0.48627925,train
1933266,0.452002,train
3650143,0.462705,train
2629249,0.4639194,train
5200611,0.46780902,train
5833021,0.3838517,train
4763468,0.4652159,train
1248267,0.45688337,train
1042138,0.44753173,train
5437512,0.4574239,train
5656635,0.46635434,train
5712728,0.44355386,train
4741787,0.46766078,train
5347464,0.4674261,train
3432562,0.45271894,train
3819239,0.45058897,train
4485675,0.46312106,train
1370267,0.46254003,train
4195605,0.46486974,train
1778386,0.4270054,train
5404470,0.47285056,train
3285696,0.46422958,train
4233537,0.4554293,train
4703362,0.46923393,train
4408704,0.47253826,train
3548297,0.4495085,train
2408381,0.45972025,train
4230676,0.43193638,train
2925418,0.44319272,train
1378294,0.46926853,train
4428584,0.43056872,train
2484318,0.47447482,train
5716404,0.4616616,train
2601308,0.46428704,train
3003339,0.4371989,train
1184264,0.4328401,train
4279035,0.47905192,train
4952426,0.46450013,train
1438321,0.45559052,train
5094057,0.44253412,train
2698013,0.43710393,train
3170024,0.46298045,train
4606282,0.45735252,train
3994754,0.48627925,train
1227992,0.46889955,train
3346724,0.43879852,train
2324163,0.48627925,train
3642503,0.47032347,train
3731393,0.48627925,train
4916094,0.44794965,train
3018969,0.4119475,train
3734133,0.3884473,train
1963357,0.466738,train
4498287,0.45399323,train
2317653,0.4745062,train
2748249,0.45539993,train
1715926,0.48627925,train
1176708,0.46465912,train
2154584,0.44780883,train
4813372,0.451868,train
1683522,0.44722942,train
5463303,0.45921704,train
4002110,0.4667322,train
1594884,0.43530867,train
5184789,0.45435852,train
5306064,0.38868096,train
5397928,0.465613,train
5828272,0.4622393,train
5774334,0.46493068,train
3022676,0.48627925,train
2475585,0.48627925,train
3478022,0.47973883,train
4400595,0.46399847,train
5421626,0.38184702,train
5259772,0.47414193,train
4993945,0.4695927,train
1519041,0.45677555,train
1310868,0.48627925,train
2727338,0.46857035,train
3468413,0.36145762,train
1727218,0.46385762,train
3719717,0.4636097,train
3926676,0.4708292,train
2282169,0.39783674,train
1794595,0.48627925,train
2558017,0.46129018,train
3985645,0.4630714,train
5655927,0.4686306,train
2427665,0.4654392,train
5760363,0.4574723,train
1960674,0.4589616,train
4333184,0.48627925,train
4237343,0.46663505,train
5363398,0.46284938,train
1927987,0.46955502,train
5577673,0.45955327,train
1437960,0.45250717,train
1437204,0.46822667,train
2358790,0.48627925,train
5636051,0.44214636,train
2192762,0.47269717,train
3503741,0.4352242,train
5052341,0.46302578,train
5818172,0.477479,train
2327607,0.46165612,train
1086447,0.43259048,train
3724151,0.46469793,train
5786896,0.47234744,train
4825071,0.4546418,train
2191297,0.4548952,train
3908806,0.42843843,train
2202984,0.43885452,train
5857153,0.4673749,train
2391905,0.47120655,train
1205406,0.45346582,train
2845396,0.47662327,train
2014714,0.46682087,train
2752295,0.46859974,train
3710656,0.45000136,train
1628234,0.46822867,train
5127216,0.39322594,train
4270951,0.47315183,train
3923720,0.47389808,train
4071202,0.4357016,train
4683338,0.36037308,train
3055413,0.46571115,train
1846087,0.4239565,train
3199761,0.47205463,train
3549154,0.34190524,train
3730253,0.47536263,train
3930664,0.46566755,train
5147097,0.4092475,train
2537162,0.45000717,train
2164790,0.4745834,train
2871774,0.4579951,train
2680014,0.46392742,train
4495964,0.45624864,train
4588928,0.4786067,train
5534365,0.47376484,train
2378798,0.4661263,train
4207073,0.4718974,train
5639034,0.48627925,train
2451811,0.443134,train
1472959,0.47297454,train
2928112,0.46570012,train
1759061,0.48627925,train
3097633,0.46490043,train
2401462,0.48627925,train
4104281,0.44282225,train
5716421,0.47145024,train
5729046,0.46271423,train
2446924,0.42087078,train
2677487,0.46179315,train
5533301,0.42373514,train
1804170,0.4673918,train
3219047,0.40487155,train
4721119,0.46165523,train
2934953,0.47478607,train
5781143,0.4602025,train
2376981,0.45772702,train
5172787,0.39338008,train
1767320,0.46077093,train
4638278,0.46047297,train
5466232,0.38117737,train
4201944,0.47700953,train
5720582,0.4672468,train
1789298,0.45371777,train
3171224,0.4600145,train
4384161,0.46165404,train
4719074,0.46898773,train
2412221,0.46190086,train
1152343,0.4701249,train
4568745,0.42397106,train
1618442,0.47009614,train
2546366,0.4084097,train
5547789,0.4456749,train
2474439,0.43017036,train
1815813,0.4602431,train
3600797,0.46068776,train
1606426,0.46859705,train
4902868,0.47962394,train
2489567,0.45707062,train
1613725,0.47051668,train
5130602,0.4158524,train
5338402,0.45309502,train
2190052,0.44729525,train
2268767,0.46343726,train
4858950,0.45974812,train
4595426,0.46279934,train
4798299,0.45701754,train
5262015,0.45669147,train
3348157,0.38476253,train
1513101,0.46355486,train
5273958,0.449637,train
5744321,0.47464666,train
1487782,0.46434897,train
1823550,0.41720003,train
3304225,0.45912308,train
3599316,0.45885384,train
2317555,0.4801318,train
3000168,0.46566382,train
2590462,0.4690195,train
4969333,0.48018092,train
1864131,0.44379374,train
4768142,0.45932648,train
4981410,0.4723477,train
4649863,0.47118846,train
3830276,0.45952523,train
4153491,0.44837716,train
1487227,0.46789524,train
5182530,0.45122945,train
5259676,0.4741884,train
5713257,0.4698844,train
5757161,0.44109717,train
2217178,0.46629968,train
4540279,0.45834252,train
5722873,0.46619746,train
4367472,0.47424805,train
3146290,0.4669881,train
2757742,0.4410841,train
4816201,0.46855748,train
3976159,0.4466922,train
3082953,0.465776,train
2051470,0.42363042,train
3829485,0.45900613,train
4138886,0.45533475,train
1145783,0.48627925,train
1275279,0.4557648,train
5257680,0.47373745,train
5704772,0.45929396,train
3583977,0.45784855,train
4959549,0.4598535,train
3717102,0.4726308,train
2720944,0.4738971,train
4292029,0.43788362,train
4175679,0.44206157,train
5203488,0.39889207,train
4941430,0.45653847,train
2411760,0.46180925,train
2960778,0.46648237,train
5572793,0.47191808,train
4832692,0.46766186,train
5363165,0.46917832,train
5430769,0.47512266,train
5239818,0.45565346,train
4568362,0.46756792,train
4788450,0.47573572,train
4440115,0.4682184,train
3844340,0.46118957,train
2762766,0.39232254,train
5243717,0.46340236,train
5765000,0.48117995,train
4982494,0.4581863,train
4882924,0.4541943,train
5486934,0.45705643,train
1160231,0.37159115,train
1270966,0.48627925,train
2803057,0.46501085,train
1573431,0.48627925,train
3360204,0.4554811,train
5440499,0.48627925,train
5243562,0.4692866,train
4649302,0.45615435,train
2918251,0.45800933,train
1248891,0.43480188,train
4928724,0.3927639,train
5046902,0.4419925,train
5085218,0.44279885,train
1257561,0.4691193,train
2510021,0.45647913,train
2649170,0.40131637,train
2192033,0.4641728,train
2188348,0.45698792,train
5098202,0.46781686,train
2229320,0.46875912,train
1698844,0.4616905,train
2970259,0.4612222,train
1552091,0.47803703,train
4694373,0.43353796,train
1386641,0.44799072,train
3324907,0.45612505,train
3364858,0.46828675,train
2105486,0.457782,train
3632527,0.4619129,train
3477997,0.47390452,train
3642737,0.46368048,train
2860795,0.44045806,train
1602716,0.46790344,train
3388257,0.46003735,train
3015037,0.45623708,train
2318246,0.473127,train
1620428,0.46640006,train
4637764,0.48627925,train
1414952,0.40931424,train
2727180,0.47525993,train
4259144,0.4562607,train
1109214,0.43281472,train
4093913,0.44705868,train
3230504,0.4583623,train
5571993,0.4696688,train
4784869,0.4584977,train
4249620,0.46880907,train
4574491,0.44689444,train
4458310,0.36377978,train
2154810,0.46283102,train
4959799,0.46870026,train
4301762,0.43099314,train
3111334,0.427668,train
3878059,0.40932304,train
1789338,0.45333853,train
3996758,0.46046567,train
1496304,0.46774682,train
4789389,0.4503937,train
2590772,0.4270776,train
1606285,0.47767982,train
1378665,0.461421,train
2040582,0.46504322,train
1773768,0.42489263,train
3816964,0.4644382,train
3090266,0.46147817,train
5373122,0.46509883,train
5817793,0.4698329,train
3510367,0.46705016,train
1146787,0.47186986,train
4073014,0.4278915,train
4200925,0.46725264,train
3821858,0.47099692,train
2565923,0.446334,train
1321198,0.3969621,train
4754597,0.46828818,train
4066664,0.46481785,train
2254287,0.47714972,train
2438585,0.45599046,train
5287782,0.4275081,train
4466144,0.48048165,train
1492689,0.43863094,train
4389001,0.43753153,train
2526409,0.47577828,train
3180813,0.47377554,train
4099925,0.45999834,train
4417114,0.4679339,train
4633086,0.48627925,train
2421292,0.46129385,train
5016834,0.47471347,train
4927029,0.45407122,train
1978046,0.45922798,train
1019164,0.46268326,train
3138784,0.4708002,train
3244343,0.4256323,train
5539460,0.4641514,train
5126466,0.4716899,train
4986496,0.46151555,train
1154457,0.48627925,train
2774000,0.44657645,train
4768292,0.4407643,train
4012298,0.47335708,train
1967962,0.45784205,train
3625141,0.45162573,train
4301068,0.48627925,train
2977859,0.46786714,train
2880915,0.4730182,train
5124611,0.46364126,train
4461089,0.44408152,train
2446292,0.38111067,train
1789591,0.45973513,train
5478134,0.47940865,train
2271966,0.47274727,train
2043263,0.46096402,train
4419819,0.45377752,train
3318385,0.4480865,train
3894220,0.46808225,train
4354370,0.46419042,train
4934565,0.45138007,train
2810086,0.45794442,train
5449702,0.44933912,train
5755141,0.46619612,train
4812486,0.45474973,train
3067063,0.4641603,train
4507264,0.45579863,train
1676112,0.4629993,train
2598556,0.43161225,train
4906419,0.46936783,train
4228796,0.46959034,train
4504293,0.4517065,train
5489060,0.46216804,train
1585538,0.48627925,train
2586850,0.40719476,train
3566078,0.46903208,train
2366652,0.46622497,train
1347438,0.456271,train
5490783,0.46191815,train
3536096,0.4660609,train
1438186,0.48627925,train
2404692,0.46255085,train
2828215,0.42334905,train
5398280,0.46573302,train
3190054,0.37138844,train
4689310,0.4538837,train
4188107,0.47093397,train
2110961,0.46914634,train
3245758,0.46762353,train
4113113,0.44990864,train
4336743,0.4654242,train
3461601,0.46906775,train
5265580,0.46045357,train
3041492,0.46402076,train
5584880,0.4906392,train
2256130,0.4414196,train
1624778,0.47167572,train
2591603,0.4618964,train
2058335,0.46509528,train
5694987,0.47132477,train
3942181,0.45177314,train
4227473,0.45872563,train
4733716,0.4516401,train
1250452,0.46824437,train
3595637,0.46474886,train
4651613,0.46701932,train
4394936,0.46086076,train
4864359,0.47024417,train
3161399,0.46256676,train
5098096,0.4481057,train
4211532,0.37900627,train
5479203,0.47006562,train
5158917,0.48627925,train
2642355,0.44948345,train
5095839,0.4545892,train
3931270,0.4678218,train
2539074,0.45383188,train
5083256,0.44111487,train
5064441,0.46491876,train
2877462,0.45352185,train
5493527,0.46506172,train
3491098,0.46205553,train
3720659,0.46060225,train
3442765,0.43210915,train
5349055,0.47462246,train
2397756,0.43748203,train
2276039,0.46783337,train
4391937,0.46689937,train
3228720,0.46666458,train
5342727,0.45850343,train
4433798,0.365365,train
2728722,0.4542247,train
2571995,0.46218544,train
5469360,0.46475643,train
1076719,0.4750642,train
3795754,0.47782457,train
1995880,0.46681547,train
5047737,0.45731622,train
3782638,0.4410628,train
1229848,0.45848995,train
3960450,0.4642008,train
4019276,0.45514438,train
4069349,0.4625911,train
4645233,0.45065174,train
2565923,0.466873,train
1322135,0.46420163,train
4090442,0.4511144,train
3714837,0.4618572,train
1531488,0.44207188,train
3820484,0.47135183,train
1936588,0.46380338,train
1923714,0.46802464,train
1470092,0.46757957,train
4584862,0.4642919,train
3195031,0.4519379,train
5015799,0.45744893,train
4175499,0.44041568,train
2513733,0.46687767,train
2193256,0.45739692,train
1072207,0.463298,train
5423143,0.46194765,train
5110450,0.46718004,train
4492263,0.4524634,train
1359629,0.44270346,train
3202498,0.47145498,train
3787677,0.46585518,train
5677087,0.44616282,train
2395900,0.46866223,train
1070324,0.45690376,train
5031541,0.4847691,train
1919763,0.46906897,train
3392051,0.46958292,train
3569155,0.46078193,train
1375766,0.46063295,train
1763315,0.45598334,train
4504333,0.4602143,train
3181564,0.4606456,train
4606743,0.4749401,train
4242551,0.44562045,train
3505645,0.40075406,train
3646419,0.4599306,train
3695222,0.47064018,train
1581427,0.45937815,train
1104646,0.44603118,train
3677569,0.44867992,train
4724543,0.47073454,train
2112232,0.47425258,train
5149586,0.4710842,train
2595873,0.46274483,train
2932947,0.47722036,train
5008725,0.48627925,train
2985106,0.44895735,train
5700784,0.37886298,train
1946688,0.45470333,train
2794305,0.4289276,train
1199293,0.4659673,train
2486756,0.4305753,train
3116887,0.46233553,train
1070204,0.465737,train
1365275,0.39502397,train
1703038,0.40813214,train
3186154,0.4687099,train
3198376,0.47810456,train
4116114,0.46804532,train
3051937,0.45140418,train
1428182,0.42138818,train
4041494,0.47527036,train
2351913,0.46694574,train
1727027,0.46307737,train
2112971,0.46866927,train
5877092,0.43514627,train
4758829,0.46724454,train
5177301,0.46832085,train
3762181,0.47723895,train
2981266,0.47318116,train
4577430,0.4277464,train
2326751,0.4611886,train
2516676,0.37749898,train
2045837,0.44629773,train
3507380,0.47523397,train
2048877,0.45157817,train
2455679,0.4797996,train
3031602,0.35736826,train
1243677,0.3721181,train
